hostname,os_family,os_version,cpu_cores,memory_gb,gpu_present,domain_joined,virtualization,open_ports,running_services,server_role,confidentiality,integrity,availability,record_source,confidence,is_synthetic
srv-0348,Windows Server,2019,16,64,False,True,VMware,[5601],['ansible' 'gitlab'],Log Management Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.76,True
srv-0349,Debian,12,8,128,False,True,Physical,[8834],['winrm'],Vulnerability Scanner,Moderate,Moderate,Moderate,synthetic_hybrid,0.83,True
srv-0350,Windows Server,2016,8,8,False,True,Physical,[8080],['iis' 'teams-gateway' 'tomcat'],Ticketing Server,Moderate,Moderate,Moderate,synthetic_rules,0.89,True
srv-0351,Windows Server,2019,4,8,True,True,KVM,[ 443 1812 3389],['sshd'],Network Access Control Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.91,True
srv-0352,Windows Server,2016,16,32,False,True,Physical,[8080],['tomcat'],Wiki Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.93,True
srv-0353,Debian,12,2,64,False,False,KVM,[ 443 8530 8531],['ansible'],Patch Management Server,Moderate,Moderate,Moderate,synthetic_rules,0.73,True
srv-0354,Ubuntu Server,22.04,8,32,False,False,Hyper-V,[443 903],['containerd' 'kubelet'],VMware ESXi Host,Moderate,Moderate,Moderate,synthetic_rules,0.79,True
srv-0355,Windows Server,2016,32,128,False,True,Cloud VM,[68],['containerd'],DHCP Server,Moderate,Moderate,High,synthetic_rules,0.99,True
srv-0356,Windows Server,2019,4,4,False,True,KVM,[ 443 5986],['puppetserver'],Automation Orchestration Server,Moderate,Moderate,Moderate,synthetic_rules,0.83,True
srv-0357,Windows Server,2019,32,8,False,True,Hyper-V,[ 443 5985 5986],['radiusd'],Identity Federation Server,High,High,Moderate,synthetic_rules,0.9,True
srv-0358,Ubuntu Server,20.04,16,16,False,True,VMware,[ 443 8530 8531],['jenkins' 'prometheus'],Patch Management Server,Moderate,Moderate,Moderate,synthetic_rules,0.81,True
srv-0359,RHEL,9,32,64,False,False,Cloud VM,[  22 2375 2376],['dns' 'ntp'],Container Host,Moderate,Moderate,Moderate,synthetic_hybrid,0.75,True
srv-0360,Debian,12,8,32,False,False,VMware,[443],['apache2' 'sharepoint'],Ticketing Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.76,True
srv-0361,Windows Server,2022,2,16,False,True,VMware,[ 443 8834],['sshd'],Vulnerability Scanner,Moderate,Moderate,Moderate,synthetic_rules,0.82,True
srv-0362,Ubuntu Server,22.04,2,4,False,True,Cloud VM,[ 443 5986],['sshd'],License Compliance Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.79,True
srv-0363,Windows Server,2022,8,4,False,True,VMware,[ 443 5985 5986],['puppetserver'],Automation Orchestration Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.96,True
srv-0364,RHEL,9,4,16,False,False,VMware,[ 443 3478],['jira'],Video Conferencing Server,Moderate,Moderate,Moderate,synthetic_rules,0.74,True
srv-0365,Windows Server,2016,8,16,False,True,Hyper-V,[  22 8080],['winrm'],Application Server,Moderate,Moderate,High,synthetic_rules,0.72,True
srv-0366,Windows Server,2016,32,8,False,True,Cloud VM,[  80 3389],['winrm'],Load Balancer,Moderate,Moderate,High,synthetic_rules,0.91,True
srv-0367,RHEL,8,8,4,False,True,Physical,[  80  443 5985 8080],['iis' 'tomcat'],Secure Web Gateway,Moderate,Moderate,Moderate,synthetic_hybrid,0.99,True
srv-0368,Windows Server,2016,32,128,False,True,KVM,[  22 5986 8080],['apache2' 'jira'],Ticketing Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.79,True
srv-0369,Windows Server,2022,2,16,False,True,VMware,[ 1433 44818],['winrm'],SCADA Historian,Moderate,Moderate,Moderate,synthetic_rules,0.94,True
srv-0370,Windows Server,2022,8,128,False,True,Physical,[ 443 5986 8443],['elastic-agent' 'wazuh-manager'],EDR Management Server,High,High,High,synthetic_hybrid,0.85,True
srv-0371,Windows Server,2022,16,16,False,True,Hyper-V,[ 443 3389],['kubelet' 'ntp'],Remote Desktop Services,Moderate,Moderate,Moderate,synthetic_ml_seed,0.94,True
srv-0372,Debian,11,4,8,False,True,VMware,[ 443 8080],['sshd'],ETL Server,Moderate,Moderate,Moderate,synthetic_rules,0.89,True
srv-0373,Windows Server,2016,8,64,True,True,VMware,[123],['containerd' 'kubelet'],NTP Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.92,True
srv-0374,Ubuntu Server,22.04,2,8,False,True,Cloud VM,[25],['wazuh-manager'],Email Security Gateway,High,High,High,synthetic_rules,0.84,True
srv-0375,Windows Server,2016,2,8,False,True,KVM,[  22 8530 8531],['puppetserver' 'zabbix-server'],WSUS Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.92,True
srv-0376,Windows Server,2019,16,64,False,True,Hyper-V,[443],['suricata' 'wazuh-manager'],DLP Management Server,High,High,High,synthetic_ml_seed,0.83,True
srv-0377,Windows Server,2019,4,128,False,True,Hyper-V,[443],['winrm'],CMDB Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.91,True
srv-0378,Windows Server,2022,16,32,False,True,VMware,[443],['winrm'],SSO Server,High,High,Moderate,synthetic_rules,0.93,True
srv-0379,Windows Server,2022,4,8,False,True,Hyper-V,[1812 1813],['vault'],RADIUS Server,Moderate,Moderate,Moderate,synthetic_rules,0.72,True
srv-0380,Ubuntu Server,20.04,2,64,False,True,VMware,[443],['sshd'],SSO Server,High,High,Moderate,synthetic_rules,0.84,True
srv-0381,Windows Server,2016,2,64,False,True,Cloud VM,[6080],['winrm'],GIS Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.85,True
srv-0382,Windows Server,2016,16,16,False,True,Physical,[ 443 3391],['dhcp'],Remote Access Gateway,Moderate,Moderate,High,synthetic_rules,0.92,True
srv-0383,Ubuntu Server,20.04,4,64,False,True,Cloud VM,[ 443 9000],['wazuh-manager'],HSM Management Server,High,High,Moderate,synthetic_rules,0.82,True
srv-0384,Windows Server,2016,8,4,False,True,Hyper-V,[443],['sshd'],Data Loss Prevention Scanner,Moderate,Moderate,Moderate,synthetic_hybrid,0.98,True
srv-0385,Debian,12,8,32,False,False,Hyper-V,[ 5672  5986  9092 15672],['sshd'],Message Queue Server,Moderate,Moderate,High,synthetic_hybrid,0.93,True
srv-0386,Debian,12,4,8,False,False,Hyper-V,[ 161 5666],['zabbix-server'],Monitoring Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.78,True
srv-0387,Windows Server,2019,2,128,False,True,VMware,[445],['winrm'],Archive Server,High,High,High,synthetic_hybrid,0.77,True
srv-0388,Windows Server,2022,16,32,False,True,VMware,[ 389  443 5985],['sshd'],Directory Sync Server,Moderate,Moderate,Moderate,synthetic_rules,0.72,True
srv-0389,RHEL,9,8,64,False,False,VMware,[ 443 8081],['prometheus' 'puppetserver'],Artifact Repository,Moderate,Moderate,Moderate,synthetic_hybrid,0.86,True
srv-0390,Ubuntu Server,20.04,8,32,False,True,Hyper-V,[9092],['sshd'],Message Queue Server,Moderate,Moderate,High,synthetic_rules,0.79,True
srv-0391,Windows Server,2022,4,64,False,True,Cloud VM,[ 443 5985 5986 8088],['sshd'],BI Server,Moderate,Moderate,Moderate,synthetic_rules,0.84,True
srv-0392,Debian,11,32,128,False,True,Physical,[ 443 3389],['sshd'],SSO Server,High,High,Moderate,synthetic_hybrid,0.8,True
srv-0393,Debian,11,16,16,False,False,KVM,[  80 5601 9200 9300],['winrm'],Search Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.86,True
srv-0394,Debian,12,4,4,False,True,Cloud VM,[  67   68   80 3389],['docker' 'ntp'],DHCP Server,Moderate,Moderate,High,synthetic_rules,0.73,True
srv-0395,Ubuntu Server,22.04,4,4,False,False,KVM,[5601 5985],['winrm'],Search Server,Moderate,Moderate,Moderate,synthetic_rules,0.96,True
srv-0396,Ubuntu Server,20.04,32,64,False,False,KVM,[   22   443 10000],['jenkins'],Backup Server,High,High,High,synthetic_ml_seed,0.88,True
srv-0397,Debian,12,16,8,False,False,Physical,[25],['radiusd' 'wazuh-manager'],Email Security Gateway,High,High,High,synthetic_hybrid,0.96,True
srv-0398,Windows Server,2022,2,4,False,True,Hyper-V,[443],['winrm'],Disaster Recovery Orchestrator,Moderate,Moderate,Moderate,synthetic_rules,0.72,True
srv-0399,Windows Server,2022,16,64,False,True,Cloud VM,[5986],['jenkins' 'prometheus'],Automation Orchestration Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.8,True
srv-0400,RHEL,8,2,128,False,False,Hyper-V,[443],['winrm'],SSO Server,High,High,Moderate,synthetic_ml_seed,0.72,True
srv-0401,Debian,11,16,4,False,False,Cloud VM,[ 443 8443],['apache2'],API Gateway,Moderate,Moderate,High,synthetic_hybrid,0.94,True
srv-0402,RHEL,8,4,4,False,False,Cloud VM,[443],['exchange'],Video Conferencing Server,Moderate,Moderate,Moderate,synthetic_rules,0.96,True
srv-0403,Ubuntu Server,22.04,8,64,False,False,KVM,[  80  443 1935],['winrm'],Media Streaming Server,Moderate,Moderate,Moderate,synthetic_rules,0.97,True
srv-0404,Debian,12,8,16,False,False,Physical,[ 25 443],['radiusd'],Email Security Gateway,High,High,High,synthetic_rules,0.78,True
srv-0405,RHEL,8,2,32,False,True,Hyper-V,[443],['winrm'],Vulnerability Scanner,Moderate,Moderate,Moderate,synthetic_rules,0.85,True
srv-0406,RHEL,8,32,16,False,False,Container,[ 443 5986],['vault' 'wazuh-manager'],DLP Management Server,High,High,High,synthetic_rules,0.71,True
srv-0407,Windows Server,2019,32,8,False,True,Cloud VM,[ 631 3389 5985],['sshd'],Print Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.83,True
srv-0408,Windows Server,2022,8,4,False,True,Hyper-V,[443 514],['vault'],IDS/IPS Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.88,True
srv-0409,Debian,12,8,16,False,False,Hyper-V,[  80 2379 6443],['dhcp' 'ntp'],Kubernetes Control Plane,Moderate,Moderate,High,synthetic_rules,0.89,True
srv-0410,Windows Server,2016,8,64,False,True,Physical,[443],['winrm'],SSO Server,High,High,Moderate,synthetic_ml_seed,0.84,True
srv-0411,RHEL,8,8,16,False,True,Hyper-V,[ 80 111],['winrm'],NAS Server,High,High,High,synthetic_hybrid,0.8,True
srv-0412,RHEL,9,4,4,False,True,Physical,[ 443 5985 5986],['ossec'],Identity Governance Server,High,High,Moderate,synthetic_rules,0.98,True
srv-0413,RHEL,8,32,64,False,True,VMware,[ 22 123],['containerd' 'dhcp'],NTP Server,Moderate,Moderate,Moderate,synthetic_rules,0.81,True
srv-0414,Debian,12,32,64,False,False,Physical,[1883],['sshd'],IoT Gateway,Moderate,Moderate,Moderate,synthetic_rules,0.89,True
srv-0415,Debian,12,4,8,False,True,KVM,[ 445 3389],['sshd'],Storage Server,High,High,High,synthetic_ml_seed,0.94,True
srv-0416,RHEL,8,8,64,False,True,VMware,[ 1433  5985 44818],['sshd'],SCADA Historian,Moderate,Moderate,Moderate,synthetic_hybrid,0.82,True
srv-0417,RHEL,9,8,8,False,False,Hyper-V,[  80 3389],['apache2' 'tomcat'],Reverse Proxy,Moderate,Moderate,Moderate,synthetic_rules,0.95,True
srv-0418,RHEL,9,2,8,False,True,Physical,[1521 5986],['postgresql'],Data Warehouse Server,Moderate,Moderate,Moderate,synthetic_rules,0.87,True
srv-0419,RHEL,8,4,16,False,False,Cloud VM,[30001],['docker' 'winrm'],Kubernetes Worker Node,Moderate,Moderate,Moderate,synthetic_rules,0.82,True
srv-0420,Windows Server,2016,8,128,False,True,KVM,[9200],['grafana' 'puppetserver'],Log Management Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.8,True
srv-0421,RHEL,9,4,32,False,False,VMware,[   22  2380 10250],['ntp' 'winrm'],Kubernetes Control Plane,Moderate,Moderate,High,synthetic_ml_seed,0.88,True
srv-0422,Windows Server,2016,4,64,False,True,Hyper-V,[ 515  631 9100],['sshd'],Print Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.72,True
srv-0423,Debian,12,4,4,False,False,Physical,[135],['dhcp' 'dns'],Hyper-V Host,Moderate,Moderate,Moderate,synthetic_rules,0.99,True
srv-0424,Windows Server,2019,4,64,False,True,KVM,[443],['winrm'],Threat Intelligence Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.86,True
srv-0425,Ubuntu Server,22.04,4,4,False,False,Cloud VM,[443],['oracle'],Time Series Database,Moderate,Moderate,Moderate,synthetic_rules,0.96,True
srv-0426,RHEL,9,8,8,False,True,Hyper-V,[ 443 8086],['mssql'],Time Series Database,Moderate,Moderate,Moderate,synthetic_rules,0.9,True
srv-0427,Windows Server,2019,16,128,False,True,VMware,[  80  443 8443],['apache2' 'iis'],API Gateway,Moderate,Moderate,High,synthetic_rules,0.7,True
srv-0428,Debian,11,8,16,False,False,VMware,[5986 8080],['winrm'],Proxy Server,Moderate,Moderate,Moderate,synthetic_rules,0.84,True
srv-0429,Ubuntu Server,22.04,32,8,False,True,Physical,[ 443 8530 8531],['veeam'],Patch Management Server,Moderate,Moderate,Moderate,synthetic_rules,0.71,True
srv-0430,Windows Server,2019,8,128,False,True,Physical,[  80 5986],['sshd'],Media Streaming Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.8,True
srv-0431,Ubuntu Server,22.04,2,128,False,True,VMware,[2380],['sshd'],Kubernetes Control Plane,Moderate,Moderate,High,synthetic_rules,0.8,True
srv-0432,RHEL,8,2,32,False,True,KVM,[ 22 902 903],['winrm'],VMware ESXi Host,Moderate,Moderate,Moderate,synthetic_hybrid,0.89,True
srv-0433,RHEL,9,16,128,False,True,KVM,[ 443 8200],['suricata'],Secrets Management Server,High,High,Moderate,synthetic_rules,0.94,True
srv-0434,RHEL,9,32,8,False,True,VMware,[  443 10000],['grafana' 'puppetserver'],Backup Server,High,High,High,synthetic_rules,0.95,True
srv-0435,RHEL,9,16,16,False,True,KVM,[ 443 5696],['ossec' 'vault'],Key Management Server,High,High,Moderate,synthetic_rules,0.9,True
srv-0436,Debian,11,2,8,False,False,Cloud VM,[  88 3268 5985],['sshd'],Active Directory Domain Services,High,High,High,synthetic_hybrid,0.77,True
srv-0437,Ubuntu Server,20.04,4,16,False,False,VMware,[ 443 8443],['elastic-agent' 'wazuh-manager'],EDR Management Server,High,High,High,synthetic_rules,0.72,True
srv-0438,Windows Server,2019,8,64,False,True,KVM,[ 443 5696],['suricata'],Key Management Server,High,High,Moderate,synthetic_hybrid,0.7,True
srv-0439,Windows Server,2022,16,16,False,True,Cloud VM,[  53 3389],['docker'],DNS Server,Moderate,Moderate,High,synthetic_hybrid,0.75,True
srv-0440,Ubuntu Server,22.04,32,128,False,False,Hyper-V,[2379 2380 3389 6443],['ntp'],Kubernetes Control Plane,Moderate,Moderate,High,synthetic_rules,0.84,True
srv-0441,Ubuntu Server,20.04,8,64,False,False,Physical,[5985 8080],['apache2' 'tomcat'],Secure Web Gateway,Moderate,Moderate,Moderate,synthetic_rules,0.79,True
srv-0442,Windows Server,2022,8,64,False,True,VMware,[443],['sshd'],ETL Server,Moderate,Moderate,Moderate,synthetic_rules,0.75,True
srv-0443,Windows Server,2019,32,128,False,True,VMware,[ 443 8088],['winrm'],BI Server,Moderate,Moderate,Moderate,synthetic_rules,0.76,True
srv-0444,Ubuntu Server,20.04,4,32,False,False,Physical,[  22  443 1433 3306 3389],['postgresql'],Database Server,High,High,High,synthetic_rules,0.78,True
srv-0445,Windows Server,2022,8,4,False,True,Hyper-V,[9000],['ossec' 'radiusd'],HSM Management Server,High,High,Moderate,synthetic_ml_seed,0.8,True
srv-0446,RHEL,8,16,32,False,True,VMware,[  22 3389],['ntp' 'sshd'],Bastion Host,Moderate,Moderate,Moderate,synthetic_rules,0.91,True
srv-0447,Windows Server,2022,8,128,False,True,Container,[1883 8883],['winrm'],IoT Gateway,Moderate,Moderate,Moderate,synthetic_hybrid,0.81,True
srv-0448,Windows Server,2019,16,128,False,True,KVM,[ 443 5985 8443],['ossec'],EDR Management Server,High,High,High,synthetic_hybrid,0.87,True
srv-0449,Debian,11,2,32,False,True,VMware,[443],['iis'],ERP Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.98,True
srv-0450,Windows Server,2022,8,128,False,True,Physical,[ 80 443],['apache2' 'nginx' 'ossec' 'wazuh-manager'],Web Application Firewall,High,High,High,synthetic_rules,0.72,True
srv-0451,Ubuntu Server,20.04,16,4,False,True,VMware,[443],['winrm'],SSO Server,High,High,Moderate,synthetic_hybrid,0.74,True
srv-0452,Ubuntu Server,20.04,2,32,True,False,VMware,[ 443 8888],['sshd'],Machine Learning Platform,Moderate,Moderate,Moderate,synthetic_rules,0.86,True
srv-0453,Debian,11,16,8,False,False,VMware,[1433 3306],['oracle'],Database Proxy,Moderate,Moderate,Moderate,synthetic_hybrid,0.79,True
srv-0454,Windows Server,2016,2,64,False,True,VMware,[ 443 8883],['sshd'],IoT Gateway,Moderate,Moderate,Moderate,synthetic_rules,0.94,True
srv-0455,Windows Server,2016,32,128,False,True,KVM,[443],['sshd'],Asset Management Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.88,True
srv-0456,Windows Server,2022,8,32,False,True,VMware,[443],['elastic-agent' 'suricata'],SIEM Server,High,High,Moderate,synthetic_rules,0.73,True
srv-0457,Ubuntu Server,22.04,16,64,False,False,VMware,[1812],['sshd'],Network Access Control Server,Moderate,Moderate,Moderate,synthetic_rules,0.91,True
srv-0458,Debian,11,4,128,False,False,VMware,[  80  443 8888],['winrm'],Analytics Server,Moderate,Moderate,Moderate,synthetic_rules,0.87,True
srv-0459,Debian,12,8,4,False,False,KVM,[443],['nginx' 'tomcat'],API Gateway,Moderate,Moderate,High,synthetic_rules,0.76,True
srv-0460,Debian,12,4,4,False,True,VMware,[ 502 3389],['sshd'],OT Management Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.74,True
srv-0461,RHEL,8,8,16,False,False,KVM,[ 22 443],['winrm'],CMDB Server,Moderate,Moderate,Moderate,synthetic_rules,0.93,True
srv-0462,Debian,12,4,16,False,False,VMware,[443],['winrm'],Disaster Recovery Orchestrator,Moderate,Moderate,Moderate,synthetic_ml_seed,0.92,True
srv-0463,Debian,12,8,8,False,True,Container,[ 443 8081],['grafana' 'prometheus'],Artifact Repository,Moderate,Moderate,Moderate,synthetic_hybrid,0.94,True
srv-0464,Ubuntu Server,20.04,4,4,False,False,VMware,[5060],['winrm'],VoIP Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.87,True
srv-0465,Windows Server,2016,4,16,False,True,VMware,[  443  5061 10000],['sshd'],VoIP Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.71,True
srv-0466,RHEL,8,16,8,False,False,Hyper-V,[1521 5432],['mysql'],Geospatial Database,Moderate,Moderate,Moderate,synthetic_ml_seed,0.72,True
srv-0467,RHEL,8,32,4,False,True,VMware,[  22   80 5986],['ntp' 'sshd'],Jump Server,Moderate,Moderate,Moderate,synthetic_rules,0.91,True
srv-0468,Windows Server,2022,2,32,True,True,VMware,[443],['vault'],Email Security Gateway,High,High,High,synthetic_rules,0.75,True
srv-0469,Windows Server,2022,4,8,False,True,Cloud VM,[ 25 443],['ossec'],Email Security Gateway,High,High,High,synthetic_rules,0.79,True
srv-0470,RHEL,9,4,16,False,False,Hyper-V,[ 123  443 3389],['dns'],NTP Server,Moderate,Moderate,Moderate,synthetic_rules,0.93,True
srv-0471,Ubuntu Server,20.04,8,32,False,False,Cloud VM,[  22 2375],['winrm'],Container Host,Moderate,Moderate,Moderate,synthetic_rules,0.84,True
srv-0472,Windows Server,2022,4,16,False,True,Physical,[ 443 1883 5985 8883],['winrm'],IoT Gateway,Moderate,Moderate,Moderate,synthetic_hybrid,0.78,True
srv-0473,Debian,12,8,128,False,True,KVM,[  443 10000],['zabbix-server'],Backup Server,High,High,High,synthetic_ml_seed,0.8,True
srv-0474,Windows Server,2022,2,32,False,True,VMware,[8443],['radiusd'],EDR Management Server,High,High,High,synthetic_hybrid,0.76,True
srv-0475,Windows Server,2019,16,128,False,True,VMware,[ 443 5986],['nginx'],CRM Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.82,True
srv-0476,Ubuntu Server,20.04,4,16,False,True,VMware,[443],['sshd'],Threat Intelligence Server,Moderate,Moderate,Moderate,synthetic_rules,0.91,True
srv-0477,Ubuntu Server,22.04,8,16,False,True,VMware,[  22   80  443 3389],['winrm'],Privileged Access Management,High,High,Moderate,synthetic_rules,0.94,True
srv-0478,RHEL,8,4,128,False,False,Physical,[ 443 2049],['sshd'],Storage Server,High,High,High,synthetic_rules,0.73,True
srv-0479,Windows Server,2022,4,16,False,True,Container,[  22 3128],['winrm'],Proxy Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.98,True
srv-0480,Windows Server,2019,8,4,False,True,Hyper-V,[  22 3389],['ansible'],CI/CD Runner,Moderate,Moderate,Moderate,synthetic_rules,0.87,True
srv-0481,Windows Server,2016,8,64,False,True,KVM,[ 443 8888],['sshd'],Analytics Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.86,True
srv-0482,Ubuntu Server,20.04,4,128,False,True,VMware,[ 22 123],['sshd'],NTP Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.7,True
srv-0483,RHEL,8,4,4,False,False,VMware,[ 502 5985],['winrm'],OT Management Server,Moderate,Moderate,Moderate,synthetic_rules,0.78,True
srv-0484,Windows Server,2019,16,128,False,True,Cloud VM,[67 68],['docker'],DHCP Server,Moderate,Moderate,High,synthetic_rules,0.98,True
srv-0485,Windows Server,2022,8,8,False,True,VMware,[ 80 443],['apache2'],HRIS Server,Moderate,Moderate,Moderate,synthetic_rules,0.77,True
srv-0486,Windows Server,2019,2,128,False,True,KVM,[  80 5986 6080],['sshd'],GIS Server,Moderate,Moderate,Moderate,synthetic_rules,0.74,True
srv-0487,Windows Server,2016,32,4,False,True,Cloud VM,[443],['sshd'],Archive Server,High,High,High,synthetic_ml_seed,0.78,True
srv-0488,Windows Server,2016,32,4,False,True,VMware,[ 80 443 445],['winrm'],Archive Server,High,High,High,synthetic_rules,0.98,True
srv-0489,RHEL,9,4,4,False,False,VMware,[443],['mysql'],Time Series Database,Moderate,Moderate,Moderate,synthetic_ml_seed,0.91,True
srv-0490,Ubuntu Server,22.04,8,16,False,True,Cloud VM,[ 443 8443],['elastic-agent' 'radiusd'],EDR Management Server,High,High,High,synthetic_hybrid,0.73,True
srv-0491,Ubuntu Server,22.04,4,4,False,True,KVM,[443],['winrm'],CMDB Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.82,True
srv-0492,Debian,12,8,32,False,False,VMware,[  80  443 3389 8834],['winrm'],Vulnerability Scanner,Moderate,Moderate,Moderate,synthetic_rules,0.81,True
srv-0493,Windows Server,2022,4,32,False,True,Cloud VM,[ 22  80 443],['ansible'],CI/CD Runner,Moderate,Moderate,Moderate,synthetic_rules,0.92,True
srv-0494,Windows Server,2019,8,64,False,True,Physical,[  22  443  514 9200],['elastic-agent' 'radiusd'],SIEM Server,High,High,Moderate,synthetic_hybrid,0.84,True
srv-0495,Ubuntu Server,22.04,2,8,False,False,Hyper-V,[  22 1433],['winrm'],SCADA Historian,Moderate,Moderate,Moderate,synthetic_ml_seed,0.92,True
srv-0496,Windows Server,2022,4,4,False,True,Container,[ 80 443],['radiusd'],IDS/IPS Server,Moderate,Moderate,Moderate,synthetic_rules,0.8,True
srv-0497,RHEL,9,4,4,False,False,VMware,[  22  443 3389],['sshd'],OT Management Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.94,True
srv-0498,Ubuntu Server,20.04,16,4,False,True,Hyper-V,[  22 3389],['ntp' 'sshd'],Jump Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.93,True
srv-0499,Windows Server,2022,16,4,False,True,Cloud VM,[  22  443 8080],['gitlab' 'prometheus'],DevOps Build Server,Moderate,Moderate,Moderate,synthetic_rules,0.92,True
srv-0500,Windows Server,2022,16,8,False,True,VMware,[443 514],['radiusd' 'suricata'],IDS/IPS Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.89,True
srv-0501,Windows Server,2022,16,32,False,True,Physical,[  22 3128 8080],['sshd'],Proxy Server,Moderate,Moderate,Moderate,synthetic_rules,0.94,True
srv-0502,Debian,11,4,32,False,True,Physical,[6080 6443],['winrm'],GIS Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.81,True
srv-0503,Debian,12,8,16,False,False,Physical,[500],['winrm'],VPN Server,Moderate,Moderate,High,synthetic_rules,0.97,True
srv-0504,RHEL,8,8,32,False,False,Hyper-V,[443],['iis' 'tomcat'],ERP Server,Moderate,Moderate,Moderate,synthetic_rules,0.92,True
srv-0505,Ubuntu Server,22.04,8,4,False,False,Physical,[ 443 3389],['suricata' 'wazuh-manager'],Identity Governance Server,High,High,Moderate,synthetic_rules,0.7,True
srv-0506,Ubuntu Server,22.04,4,128,False,True,VMware,[443],['wazuh-manager'],Key Management Server,High,High,Moderate,synthetic_hybrid,0.83,True
srv-0507,Windows Server,2019,4,8,False,True,VMware,[443],['winrm'],SSO Server,High,High,Moderate,synthetic_rules,0.93,True
srv-0508,Windows Server,2022,4,128,False,True,Cloud VM,[ 80 443],['apache2' 'nginx' 'radiusd'],Web Application Firewall,High,High,High,synthetic_rules,0.88,True
srv-0509,Ubuntu Server,20.04,8,128,False,True,VMware,[  80  443  445 5985],['winrm'],PKI / Certificate Authority,High,High,Moderate,synthetic_hybrid,0.92,True
srv-0510,Debian,11,8,32,False,False,VMware,[1433 5432],['oracle'],Data Warehouse Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.92,True
srv-0511,Windows Server,2016,2,4,False,True,Physical,[ 443 3389],['sshd'],Disaster Recovery Orchestrator,Moderate,Moderate,Moderate,synthetic_rules,0.83,True
srv-0512,Debian,11,8,32,False,False,Container,[ 443 8080],['iis' 'tomcat'],Reverse Proxy,Moderate,Moderate,Moderate,synthetic_rules,0.96,True
srv-0513,Windows Server,2016,8,4,True,True,VMware,[ 443 8834],['sshd'],Vulnerability Scanner,Moderate,Moderate,Moderate,synthetic_rules,0.99,True
srv-0514,RHEL,9,16,8,False,True,VMware,[443],['winrm'],CMDB Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.75,True
srv-0515,Ubuntu Server,20.04,8,4,False,False,Physical,[ 22 443],['ossec'],Secrets Management Server,High,High,Moderate,synthetic_rules,0.96,True
srv-0516,RHEL,9,32,16,False,True,Cloud VM,[22],['sshd'],SFTP Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.99,True
srv-0517,Debian,11,32,4,False,False,Hyper-V,[ 443 5986],['sshd'],Load Balancer,Moderate,Moderate,High,synthetic_ml_seed,0.89,True
srv-0518,RHEL,8,4,32,False,False,Physical,[  80  443  515  631 9100],['sshd'],Print Server,Moderate,Moderate,Moderate,synthetic_rules,0.8,True
srv-0519,Windows Server,2022,4,16,False,True,Container,[ 443 8531],['jenkins'],Patch Management Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.73,True
srv-0520,Ubuntu Server,22.04,4,8,False,False,Cloud VM,[443],['winrm'],Asset Management Server,Moderate,Moderate,Moderate,synthetic_rules,0.75,True
srv-0521,Windows Server,2019,8,32,False,True,Cloud VM,[  22  515  631 5986 9100],['winrm'],Print Server,Moderate,Moderate,Moderate,synthetic_rules,0.94,True
srv-0522,RHEL,8,16,4,False,True,Hyper-V,[  22 3389],['docker'],Bastion Host,Moderate,Moderate,Moderate,synthetic_ml_seed,0.83,True
srv-0523,Ubuntu Server,20.04,4,4,False,False,Container,[  22 3389 5985 5986],['containerd'],Bastion Host,Moderate,Moderate,Moderate,synthetic_rules,0.96,True
